State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Gujarat,Amreli,2007,Rabi,gram,9400.0,12200.0,1.297872340425532
Gujarat,Amreli,2007,Rabi,rapeseed &mustard,200.0,400.0,2.0
Gujarat,Amreli,2007,Rabi,wheat,46700.0,181700.0,3.890792291220557
Gujarat,Amreli,2007,Summer,pearl millet,1100.0,2500.0,2.272727272727273
Gujarat,Amreli,2007,Summer,groundnut,2100.0,3600.0,1.7142857142857142
Gujarat,Amreli,2007,Whole Year,dry chillies,100.0,100.0,1.0
Gujarat,Amreli,2007,Whole Year,garlic,4300.0,25700.0,5.976744186046512
Gujarat,Amreli,2008,Kharif,pigeonpea,600.0,600.0,1.0
Gujarat,Amreli,2008,Kharif,pearl millet,13400.0,23200.0,1.7313432835820894
Gujarat,Amreli,2008,Kharif,castor seed,1200.0,2300.0,1.9166666666666667
Gujarat,Amreli,2008,Kharif,cotton(lint),227100.0,760800.0,3.3500660501981505
Gujarat,Amreli,2008,Kharif,groundnut,248100.0,115400.0,0.4651350261991133
Gujarat,Amreli,2008,Kharif,maize,600.0,900.0,1.5
Gujarat,Amreli,2008,Kharif,greengram,3800.0,1600.0,0.42105263157894735
Gujarat,Amreli,2008,Kharif,moth,100.0,100.0,1.0
Gujarat,Amreli,2008,Kharif,other kharif pulses,1100.0,600.0,0.5454545454545454
Gujarat,Amreli,2008,Kharif,sesame,18600.0,7900.0,0.42473118279569894
Gujarat,Amreli,2008,Kharif,blackgram,3400.0,2000.0,0.5882352941176471
Gujarat,Amreli,2008,Rabi,gram,8200.0,12300.0,1.5
Gujarat,Amreli,2008,Rabi,rapeseed &mustard,100.0,100.0,1.0
Gujarat,Amreli,2008,Rabi,wheat,39300.0,112000.0,2.849872773536896
Gujarat,Amreli,2008,Summer,pearl millet,1400.0,3400.0,2.4285714285714284
Gujarat,Amreli,2008,Summer,groundnut,4200.0,7800.0,1.8571428571428572
Gujarat,Amreli,2008,Whole Year,dry chillies,100.0,100.0,1.0
Gujarat,Amreli,2008,Whole Year,garlic,2600.0,13200.0,5.076923076923077
Gujarat,Amreli,2009,Kharif,pigeonpea,600.0,500.0,0.8333333333333334
Gujarat,Amreli,2009,Kharif,pearl millet,9100.0,6800.0,0.7472527472527473
Gujarat,Amreli,2009,Kharif,castor seed,800.0,1600.0,2.0
Gujarat,Amreli,2009,Kharif,cotton(lint),245500.0,685600.0,2.7926680244399185
Gujarat,Amreli,2009,Kharif,groundnut,234500.0,38800.0,0.16545842217484008
Gujarat,Amreli,2009,Kharif,sorghum,3000.0,3000.0,1.0
Gujarat,Amreli,2009,Kharif,maize,1200.0,1200.0,1.0
Gujarat,Amreli,2009,Kharif,greengram,3600.0,1400.0,0.3888888888888889
Gujarat,Amreli,2009,Kharif,other kharif pulses,1000.0,600.0,0.6
Gujarat,Amreli,2009,Kharif,sesame,16300.0,4000.0,0.24539877300613497
Gujarat,Amreli,2009,Kharif,blackgram,2500.0,1500.0,0.6
Gujarat,Amreli,2009,Rabi,gram,1800.0,2100.0,1.1666666666666667
Gujarat,Amreli,2009,Rabi,sorghum,300.0,300.0,1.0
Gujarat,Amreli,2009,Rabi,other cereals & millets,100.0,100.0,1.0
Gujarat,Amreli,2009,Rabi,rapeseed &mustard,100.0,100.0,1.0
Gujarat,Amreli,2009,Rabi,wheat,9100.0,27300.0,3.0
Gujarat,Amreli,2009,Summer,pearl millet,400.0,800.0,2.0
Gujarat,Amreli,2009,Summer,groundnut,1500.0,2900.0,1.9333333333333333
Gujarat,Amreli,2009,Whole Year,dry chillies,100.0,100.0,1.0
Gujarat,Amreli,2009,Whole Year,garlic,1100.0,6000.0,5.454545454545454
Gujarat,Amreli,2010,Kharif,pigeonpea,700.0,700.0,1.0
Gujarat,Amreli,2010,Kharif,pearl millet,9300.0,16200.0,1.7419354838709677
Gujarat,Amreli,2010,Kharif,castor seed,1100.0,2200.0,2.0
Gujarat,Amreli,2010,Kharif,cotton(lint),269400.0,1142600.0,4.241276911655531
Gujarat,Amreli,2010,Kharif,groundnut,217000.0,375400.0,1.7299539170506912
Gujarat,Amreli,2010,Kharif,sorghum,1200.0,1300.0,1.0833333333333333
Gujarat,Amreli,2010,Kharif,maize,1600.0,2600.0,1.625
Gujarat,Amreli,2010,Kharif,greengram,3100.0,1400.0,0.45161290322580644
Gujarat,Amreli,2010,Kharif,other kharif pulses,1400.0,700.0,0.5
Gujarat,Amreli,2010,Kharif,other oilseeds,1100.0,400.0,0.36363636363636365
Gujarat,Amreli,2010,Kharif,sesame,15600.0,6800.0,0.4358974358974359
Gujarat,Amreli,2010,Kharif,tobacco,1200.0,2000.0,1.6666666666666667
Gujarat,Amreli,2010,Kharif,blackgram,2300.0,1400.0,0.6086956521739131
Gujarat,Amreli,2010,Rabi,gram,2400.0,3500.0,1.4583333333333333
Gujarat,Amreli,2010,Rabi,maize,800.0,1500.0,1.875
Gujarat,Amreli,2010,Rabi,other cereals & millets,400.0,500.0,1.25
Gujarat,Amreli,2010,Rabi,rapeseed &mustard,200.0,300.0,1.5
Gujarat,Amreli,2010,Rabi,wheat,55000.0,208200.0,3.7854545454545456
Gujarat,Amreli,2010,Summer,pearl millet,1300.0,3100.0,2.3846153846153846
Gujarat,Amreli,2010,Summer,groundnut,4000.0,7100.0,1.775
Gujarat,Amreli,2010,Summer,greengram,2300.0,1200.0,0.5217391304347826
Gujarat,Amreli,2010,Summer,sesame,4400.0,2200.0,0.5
Gujarat,Amreli,2010,Whole Year,dry chillies,100.0,100.0,1.0
Gujarat,Amreli,2010,Whole Year,garlic,2200.0,12600.0,5.7272727272727275
Gujarat,Amreli,2011,Kharif,pigeonpea,900.0,900.0,1.0
Gujarat,Amreli,2011,Kharif,pearl millet,5600.0,6600.0,1.1785714285714286
Gujarat,Amreli,2011,Kharif,castor seed,2000.0,4100.0,2.05
Gujarat,Amreli,2011,Kharif,cotton(lint),388900.0,1009900.0,2.5968115196708665
Gujarat,Amreli,2011,Kharif,groundnut,105900.0,25000.0,0.2360717658168083
Gujarat,Amreli,2011,Kharif,greengram,2200.0,1000.0,0.45454545454545453
Gujarat,Amreli,2011,Kharif,sesame,8200.0,2500.0,0.3048780487804878
Gujarat,Amreli,2011,Kharif,blackgram,1600.0,1300.0,0.8125
Gujarat,Amreli,2011,Rabi,gram,2600.0,3800.0,1.4615384615384615
Gujarat,Amreli,2011,Rabi,other cereals & millets,500.0,600.0,1.2
Gujarat,Amreli,2011,Rabi,wheat,32300.0,116100.0,3.5944272445820435
Gujarat,Amreli,2011,Summer,pearl millet,2300.0,5900.0,2.5652173913043477
Gujarat,Amreli,2011,Summer,groundnut,10000.0,19200.0,1.92
Gujarat,Amreli,2011,Summer,greengram,2200.0,1200.0,0.5454545454545454
Gujarat,Amreli,2011,Summer,sesame,5700.0,2500.0,0.43859649122807015
Gujarat,Amreli,2011,Whole Year,dry chillies,100.0,100.0,1.0
Gujarat,Amreli,2011,Whole Year,garlic,2100.0,12800.0,6.095238095238095
Gujarat,Amreli,2012,Kharif,pigeonpea,800.0,800.0,1.0
Gujarat,Amreli,2012,Kharif,pearl millet,4300.0,1400.0,0.32558139534883723
Gujarat,Amreli,2012,Kharif,castor seed,3100.0,6100.0,1.967741935483871
Gujarat,Amreli,2012,Kharif,cotton(lint),289300.0,242700.0,0.8389215347390252
Gujarat,Amreli,2012,Kharif,groundnut,84400.0,7200.0,0.08530805687203792
Gujarat,Amreli,2012,Kharif,maize,300.0,600.0,2.0
Gujarat,Amreli,2012,Kharif,greengram,2200.0,1000.0,0.45454545454545453
Gujarat,Amreli,2012,Kharif,other kharif pulses,300.0,100.0,0.3333333333333333
Gujarat,Amreli,2012,Kharif,sesame,7400.0,900.0,0.12162162162162163
Gujarat,Amreli,2012,Kharif,blackgram,1700.0,600.0,0.35294117647058826
Gujarat,Amreli,2012,Rabi,gram,2300.0,2000.0,0.8695652173913043
Gujarat,Amreli,2012,Rabi,other cereals & millets,100.0,300.0,3.0
Gujarat,Amreli,2012,Rabi,wheat,5400.0,15400.0,2.8518518518518516
Gujarat,Amreli,2012,Summer,pearl millet,200.0,500.0,2.5
Gujarat,Amreli,2012,Summer,groundnut,800.0,1800.0,2.25
Gujarat,Amreli,2012,Summer,greengram,100.0,100.0,1.0
Gujarat,Amreli,2012,Whole Year,garlic,700.0,3400.0,4.857142857142857
Gujarat,Anand,2003,Kharif,pigeonpea,1100.0,900.0,0.8181818181818182
Gujarat,Anand,2003,Kharif,pearl millet,29700.0,32200.0,1.0841750841750841
Gujarat,Anand,2003,Kharif,castor seed,1600.0,3000.0,1.875
Gujarat,Anand,2003,Kharif,cotton(lint),1200.0,3900.0,3.25
Gujarat,Anand,2003,Kharif,greengram,300.0,200.0,0.6666666666666666
Gujarat,Anand,2003,Kharif,rice,71900.0,142700.0,1.984700973574409
Gujarat,Anand,2003,Kharif,sesame,1300.0,800.0,0.6153846153846154
Gujarat,Anand,2003,Rabi,gram,4100.0,1900.0,0.4634146341463415
Gujarat,Anand,2003,Rabi,rapeseed &mustard,2600.0,3800.0,1.4615384615384615
Gujarat,Anand,2003,Rabi,wheat,42200.0,89800.0,2.1279620853080567
Gujarat,Anand,2003,Summer,pearl millet,28500.0,67100.0,2.354385964912281
Gujarat,Anand,2003,Summer,groundnut,400.0,600.0,1.5
Gujarat,Anand,2003,Summer,rice,1200.0,4200.0,3.5
Gujarat,Anand,2003,Whole Year,dry chillies,900.0,900.0,1.0
Gujarat,Anand,2004,Kharif,pigeonpea,1400.0,1300.0,0.9285714285714286
Gujarat,Anand,2004,Kharif,pearl millet,28900.0,32200.0,1.1141868512110726
Gujarat,Anand,2004,Kharif,castor seed,2700.0,4600.0,1.7037037037037037
Gujarat,Anand,2004,Kharif,cotton(lint),3800.0,15400.0,4.052631578947368
Gujarat,Anand,2004,Kharif,greengram,300.0,100.0,0.3333333333333333
Gujarat,Anand,2004,Kharif,rice,80400.0,175100.0,2.177860696517413
Gujarat,Anand,2004,Kharif,sesame,1400.0,400.0,0.2857142857142857
Gujarat,Anand,2004,Rabi,gram,2500.0,1700.0,0.68
Gujarat,Anand,2004,Rabi,rapeseed &mustard,3400.0,4700.0,1.3823529411764706
Gujarat,Anand,2004,Rabi,wheat,48600.0,91600.0,1.8847736625514404
Gujarat,Anand,2004,Summer,pearl millet,25100.0,55600.0,2.2151394422310755
Gujarat,Anand,2004,Summer,groundnut,300.0,400.0,1.3333333333333333
Gujarat,Anand,2004,Summer,rice,500.0,1400.0,2.8
Gujarat,Anand,2004,Whole Year,dry chillies,1400.0,1700.0,1.2142857142857142
Gujarat,Anand,2004,Whole Year,garlic,500.0,2400.0,4.8
Gujarat,Anand,2004,Whole Year,tobacco,21800.0,44900.0,2.0596330275229358
Gujarat,Anand,2005,Kharif,pigeonpea,1100.0,1100.0,1.0
Gujarat,Anand,2005,Kharif,pearl millet,28500.0,28300.0,0.9929824561403509
Gujarat,Anand,2005,Kharif,castor seed,2700.0,5300.0,1.962962962962963
Gujarat,Anand,2005,Kharif,cotton(lint),3400.0,12800.0,3.764705882352941
Gujarat,Anand,2005,Kharif,greengram,200.0,100.0,0.5
Gujarat,Anand,2005,Kharif,rice,82300.0,178500.0,2.1688942891859053
Gujarat,Anand,2005,Kharif,sesame,1200.0,400.0,0.3333333333333333
Gujarat,Anand,2005,Rabi,gram,2300.0,1500.0,0.6521739130434783
Gujarat,Anand,2005,Rabi,other  rabi pulses,300.0,300.0,1.0
Gujarat,Anand,2005,Rabi,other cereals & millets,200.0,200.0,1.0
Gujarat,Anand,2005,Rabi,rapeseed &mustard,3000.0,4700.0,1.5666666666666667
Gujarat,Anand,2005,Rabi,wheat,56000.0,121600.0,2.1714285714285713
Gujarat,Anand,2005,Summer,pearl millet,23000.0,53000.0,2.3043478260869565
Gujarat,Anand,2005,Summer,groundnut,400.0,700.0,1.75
Gujarat,Anand,2005,Summer,rice,9100.0,27100.0,2.978021978021978
Gujarat,Anand,2005,Whole Year,dry chillies,1500.0,1500.0,1.0
Gujarat,Anand,2005,Whole Year,garlic,200.0,1300.0,6.5
Gujarat,Anand,2005,Whole Year,tobacco,22800.0,42600.0,1.868421052631579
Gujarat,Anand,2006,Kharif,pigeonpea,900.0,700.0,0.7777777777777778
Gujarat,Anand,2006,Kharif,pearl millet,29700.0,30000.0,1.0101010101010102
Gujarat,Anand,2006,Kharif,castor seed,1500.0,2600.0,1.7333333333333334
Gujarat,Anand,2006,Kharif,cotton(lint),3600.0,10900.0,3.0277777777777777
Gujarat,Anand,2006,Kharif,greengram,300.0,100.0,0.3333333333333333
Gujarat,Anand,2006,Kharif,rice,72400.0,125200.0,1.729281767955801
Gujarat,Anand,2006,Kharif,sesame,1000.0,200.0,0.2
Gujarat,Anand,2006,Rabi,gram,2700.0,1700.0,0.6296296296296297
Gujarat,Anand,2006,Rabi,other  rabi pulses,300.0,200.0,0.6666666666666666
Gujarat,Anand,2006,Rabi,other cereals & millets,200.0,200.0,1.0
Gujarat,Anand,2006,Rabi,rapeseed &mustard,2800.0,3400.0,1.2142857142857142
Gujarat,Anand,2006,Rabi,wheat,56800.0,89400.0,1.573943661971831
Gujarat,Anand,2006,Summer,pearl millet,20500.0,51000.0,2.4878048780487805
Gujarat,Anand,2006,Summer,groundnut,700.0,1200.0,1.7142857142857142
Gujarat,Anand,2006,Summer,rice,6100.0,16500.0,2.7049180327868854
Gujarat,Anand,2006,Whole Year,dry chillies,1700.0,1700.0,1.0
Gujarat,Anand,2006,Whole Year,garlic,300.0,1500.0,5.0
Gujarat,Anand,2006,Whole Year,tobacco,22200.0,39400.0,1.7747747747747749
Gujarat,Anand,2007,Kharif,pigeonpea,1000.0,1100.0,1.1
Gujarat,Anand,2007,Kharif,pearl millet,30900.0,43900.0,1.4207119741100325
Gujarat,Anand,2007,Kharif,castor seed,1800.0,3500.0,1.9444444444444444
Gujarat,Anand,2007,Kharif,cotton(lint),3700.0,14300.0,3.864864864864865
Gujarat,Anand,2007,Kharif,groundnut,100.0,100.0,1.0
Gujarat,Anand,2007,Kharif,maize,100.0,100.0,1.0
Gujarat,Anand,2007,Kharif,greengram,400.0,200.0,0.5
Gujarat,Anand,2007,Kharif,moth,100.0,100.0,1.0
Gujarat,Anand,2007,Kharif,rice,86100.0,200300.0,2.326364692218351
Gujarat,Anand,2007,Kharif,sesame,1100.0,400.0,0.36363636363636365
Gujarat,Anand,2007,Kharif,blackgram,100.0,100.0,1.0
Gujarat,Anand,2007,Rabi,gram,3100.0,1600.0,0.5161290322580645
Gujarat,Anand,2007,Rabi,sorghum,100.0,100.0,1.0
Gujarat,Anand,2007,Rabi,other  rabi pulses,300.0,300.0,1.0
Gujarat,Anand,2007,Rabi,rapeseed &mustard,2400.0,3900.0,1.625
Gujarat,Anand,2007,Rabi,wheat,54500.0,132300.0,2.4275229357798165
Gujarat,Anand,2007,Summer,pearl millet,21800.0,60000.0,2.7522935779816513
Gujarat,Anand,2007,Summer,groundnut,800.0,1300.0,1.625
Gujarat,Anand,2007,Summer,rice,5000.0,15300.0,3.06
Gujarat,Anand,2007,Whole Year,dry chillies,1400.0,1400.0,1.0
Gujarat,Anand,2007,Whole Year,garlic,200.0,1400.0,7.0
Gujarat,Anand,2007,Whole Year,tobacco,13000.0,23900.0,1.8384615384615384
Gujarat,Anand,2008,Kharif,pigeonpea,1100.0,1000.0,0.9090909090909091
Gujarat,Anand,2008,Kharif,pearl millet,28600.0,41800.0,1.4615384615384615
Gujarat,Anand,2008,Kharif,castor seed,1900.0,3700.0,1.9473684210526316
Gujarat,Anand,2008,Kharif,cotton(lint),3100.0,11100.0,3.5806451612903225
Gujarat,Anand,2008,Kharif,sorghum,300.0,300.0,1.0
Gujarat,Anand,2008,Kharif,maize,800.0,1200.0,1.5
Gujarat,Anand,2008,Kharif,greengram,600.0,300.0,0.5
Gujarat,Anand,2008,Kharif,other kharif pulses,300.0,200.0,0.6666666666666666
Gujarat,Anand,2008,Kharif,rice,88200.0,174400.0,1.9773242630385488
Gujarat,Anand,2008,Kharif,sesame,1000.0,300.0,0.3
Gujarat,Anand,2008,Kharif,tobacco,15600.0,27400.0,1.7564102564102564
Gujarat,Anand,2008,Kharif,blackgram,100.0,100.0,1.0
Gujarat,Anand,2008,Rabi,gram,3600.0,1900.0,0.5277777777777778
Gujarat,Anand,2008,Rabi,other  rabi pulses,200.0,200.0,1.0
Gujarat,Anand,2008,Rabi,rapeseed &mustard,3300.0,3700.0,1.121212121212121
Gujarat,Anand,2008,Rabi,wheat,53700.0,122000.0,2.271880819366853
Gujarat,Anand,2008,Summer,pearl millet,19600.0,51300.0,2.61734693877551
Gujarat,Anand,2008,Summer,groundnut,500.0,1000.0,2.0
Gujarat,Anand,2008,Summer,rice,2200.0,5600.0,2.5454545454545454
Gujarat,Anand,2008,Whole Year,dry chillies,1700.0,1600.0,0.9411764705882353
Gujarat,Anand,2008,Whole Year,garlic,200.0,1100.0,5.5
Gujarat,Anand,2008,Whole Year,guar seed,100.0,100.0,1.0
Gujarat,Anand,2009,Kharif,pigeonpea,900.0,800.0,0.8888888888888888
Gujarat,Anand,2009,Kharif,pearl millet,27400.0,41900.0,1.5291970802919708
Gujarat,Anand,2009,Kharif,castor seed,1400.0,2700.0,1.9285714285714286
Gujarat,Anand,2009,Kharif,cotton(lint),2800.0,10200.0,3.642857142857143
Gujarat,Anand,2009,Kharif,sorghum,200.0,200.0,1.0
Gujarat,Anand,2009,Kharif,maize,500.0,400.0,0.8
Gujarat,Anand,2009,Kharif,greengram,600.0,200.0,0.3333333333333333
Gujarat,Anand,2009,Kharif,moth,100.0,100.0,1.0
Gujarat,Anand,2009,Kharif,other kharif pulses,100.0,100.0,1.0
Gujarat,Anand,2009,Kharif,rice,75200.0,192700.0,2.5625
Gujarat,Anand,2009,Kharif,sesame,1000.0,300.0,0.3
Gujarat,Anand,2009,Kharif,tobacco,13900.0,27200.0,1.9568345323741008
Gujarat,Anand,2009,Kharif,blackgram,100.0,100.0,1.0
Gujarat,Anand,2009,Rabi,gram,4100.0,2700.0,0.6585365853658537
Gujarat,Anand,2009,Rabi,other  rabi pulses,200.0,100.0,0.5
Gujarat,Anand,2009,Rabi,other cereals & millets,900.0,1200.0,1.3333333333333333
Gujarat,Anand,2009,Rabi,rapeseed &mustard,2300.0,3700.0,1.608695652173913
Gujarat,Anand,2009,Rabi,tobacco,13900.0,27200.0,1.9568345323741008
Gujarat,Anand,2009,Rabi,wheat,48300.0,107000.0,2.2153209109730847
Gujarat,Anand,2009,Summer,pearl millet,26400.0,69200.0,2.621212121212121
Gujarat,Anand,2009,Summer,groundnut,400.0,800.0,2.0
Gujarat,Anand,2009,Summer,rice,1000.0,3000.0,3.0
Gujarat,Anand,2009,Whole Year,dry chillies,1600.0,1600.0,1.0
Gujarat,Anand,2009,Whole Year,garlic,200.0,800.0,4.0
Gujarat,Anand,2009,Whole Year,guar seed,100.0,100.0,1.0
Gujarat,Anand,2010,Kharif,pigeonpea,900.0,900.0,1.0
Gujarat,Anand,2010,Kharif,pearl millet,28000.0,36000.0,1.2857142857142858
Gujarat,Anand,2010,Kharif,castor seed,1400.0,2700.0,1.9285714285714286
Gujarat,Anand,2010,Kharif,cotton(lint),3300.0,14400.0,4.363636363636363
Gujarat,Anand,2010,Kharif,sorghum,100.0,100.0,1.0
Gujarat,Anand,2010,Kharif,maize,100.0,100.0,1.0
Gujarat,Anand,2010,Kharif,greengram,1000.0,400.0,0.4
Gujarat,Anand,2010,Kharif,other kharif pulses,1200.0,300.0,0.25
Gujarat,Anand,2010,Kharif,other oilseeds,1200.0,500.0,0.4166666666666667
Gujarat,Anand,2010,Kharif,rice,87700.0,185200.0,2.111744583808438
Gujarat,Anand,2010,Kharif,sesame,1000.0,400.0,0.4
Gujarat,Anand,2010,Kharif,tobacco,14800.0,29600.0,2.0
Gujarat,Anand,2010,Kharif,blackgram,200.0,100.0,0.5
Gujarat,Anand,2010,Rabi,gram,3100.0,2000.0,0.6451612903225806
Gujarat,Anand,2010,Rabi,sorghum,400.0,400.0,1.0
Gujarat,Anand,2010,Rabi,maize,3600.0,7100.0,1.9722222222222223
Gujarat,Anand,2010,Rabi,other cereals & millets,1800.0,2100.0,1.1666666666666667
Gujarat,Anand,2010,Rabi,rapeseed &mustard,2200.0,3400.0,1.5454545454545454
Gujarat,Anand,2010,Rabi,tobacco,62500.0,124600.0,1.9936
Gujarat,Anand,2010,Rabi,wheat,58800.0,156100.0,2.6547619047619047
Gujarat,Anand,2010,Summer,pearl millet,42700.0,119300.0,2.7939110070257613
Gujarat,Anand,2010,Summer,groundnut,700.0,1200.0,1.7142857142857142
Gujarat,Anand,2010,Summer,greengram,1600.0,900.0,0.5625
Gujarat,Anand,2010,Summer,rice,1500.0,4100.0,2.7333333333333334
Gujarat,Anand,2010,Whole Year,dry chillies,2100.0,2300.0,1.0952380952380953
Gujarat,Anand,2010,Whole Year,garlic,100.0,600.0,6.0
Gujarat,Anand,2010,Whole Year,guar seed,100.0,100.0,1.0
Gujarat,Anand,2011,Kharif,pigeonpea,800.0,800.0,1.0
Gujarat,Anand,2011,Kharif,pearl millet,31500.0,42700.0,1.3555555555555556
Gujarat,Anand,2011,Kharif,castor seed,3000.0,6200.0,2.066666666666667
Gujarat,Anand,2011,Kharif,cotton(lint),5300.0,22700.0,4.283018867924528
Gujarat,Anand,2011,Kharif,maize,200.0,300.0,1.5
Gujarat,Anand,2011,Kharif,greengram,400.0,200.0,0.5
Gujarat,Anand,2011,Kharif,other cereals & millets,400.0,200.0,0.5
Gujarat,Anand,2011,Kharif,rice,89000.0,198500.0,2.230337078651685
Gujarat,Anand,2011,Kharif,sesame,900.0,400.0,0.4444444444444444
Gujarat,Anand,2011,Kharif,tobacco,12500.0,28100.0,2.248
Gujarat,Anand,2011,Kharif,blackgram,100.0,100.0,1.0
Gujarat,Anand,2011,Rabi,gram,2600.0,1700.0,0.6538461538461539
Gujarat,Anand,2011,Rabi,maize,1400.0,3700.0,2.642857142857143
Gujarat,Anand,2011,Rabi,other cereals & millets,400.0,400.0,1.0
Gujarat,Anand,2011,Rabi,rapeseed &mustard,2800.0,4400.0,1.5714285714285714
Gujarat,Anand,2011,Rabi,tobacco,62100.0,112200.0,1.8067632850241546
Gujarat,Anand,2011,Rabi,wheat,67400.0,172400.0,2.5578635014836797
Gujarat,Anand,2011,Summer,pearl millet,48100.0,133200.0,2.769230769230769
Gujarat,Anand,2011,Summer,groundnut,900.0,1600.0,1.7777777777777777
Gujarat,Anand,2011,Summer,maize,700.0,1400.0,2.0
Gujarat,Anand,2011,Summer,greengram,1400.0,700.0,0.5
Gujarat,Anand,2011,Summer,rice,2800.0,6300.0,2.25
Gujarat,Anand,2011,Summer,blackgram,1900.0,1200.0,0.631578947368421
Gujarat,Anand,2011,Whole Year,dry chillies,2200.0,2300.0,1.0454545454545454
Gujarat,Anand,2011,Whole Year,garlic,200.0,1300.0,6.5
Gujarat,Anand,2011,Whole Year,guar seed,300.0,200.0,0.6666666666666666
Gujarat,Anand,2011,Whole Year,other oilseeds,1600.0,800.0,0.5
Gujarat,Anand,2012,Kharif,pigeonpea,1300.0,1300.0,1.0
Gujarat,Anand,2012,Kharif,pearl millet,27800.0,42700.0,1.5359712230215827
Gujarat,Anand,2012,Kharif,castor seed,4200.0,8300.0,1.9761904761904763
Gujarat,Anand,2012,Kharif,cotton(lint),7600.0,20800.0,2.736842105263158
Gujarat,Anand,2012,Kharif,maize,600.0,900.0,1.5
Gujarat,Anand,2012,Kharif,greengram,700.0,300.0,0.42857142857142855
Gujarat,Anand,2012,Kharif,moth,100.0,100.0,1.0
Gujarat,Anand,2012,Kharif,other cereals & millets,600.0,200.0,0.3333333333333333
Gujarat,Anand,2012,Kharif,rice,94400.0,238900.0,2.530720338983051
Gujarat,Anand,2012,Kharif,sesame,1100.0,300.0,0.2727272727272727
Gujarat,Anand,2012,Kharif,tobacco,5900.0,13200.0,2.23728813559322
Gujarat,Anand,2012,Kharif,blackgram,300.0,100.0,0.3333333333333333
Gujarat,Anand,2012,Rabi,gram,2700.0,1900.0,0.7037037037037037
Gujarat,Anand,2012,Rabi,other cereals & millets,600.0,1100.0,1.8333333333333333
Gujarat,Anand,2012,Rabi,rapeseed &mustard,3300.0,5500.0,1.6666666666666667
Gujarat,Anand,2012,Rabi,tobacco,58000.0,104500.0,1.8017241379310345
Gujarat,Anand,2012,Rabi,wheat,63400.0,178900.0,2.821766561514196
Gujarat,Anand,2012,Summer,pearl millet,34000.0,93700.0,2.7558823529411764
Gujarat,Anand,2012,Summer,groundnut,600.0,1300.0,2.1666666666666665
Gujarat,Anand,2012,Summer,maize,100.0,100.0,1.0
Gujarat,Anand,2012,Summer,greengram,100.0,100.0,1.0
Gujarat,Anand,2012,Summer,rice,700.0,2200.0,3.142857142857143
Gujarat,Anand,2012,Whole Year,dry chillies,3800.0,4100.0,1.0789473684210527
Gujarat,Anand,2012,Whole Year,garlic,300.0,1800.0,6.0
Gujarat,Banas Kantha,1997,Kharif,pigeonpea,5100.0,3800.0,0.7450980392156863
Gujarat,Banas Kantha,1997,Kharif,pearl millet,188200.0,109700.0,0.5828905419766206
Gujarat,Banas Kantha,1997,Kharif,dry chillies,1500.0,1800.0,1.2
Gujarat,Banas Kantha,1997,Kharif,groundnut,1800.0,2400.0,1.3333333333333333
Gujarat,Banas Kantha,1997,Kharif,sorghum,4500.0,100.0,0.022222222222222223
Gujarat,Banas Kantha,1997,Kharif,greengram,27700.0,14000.0,0.5054151624548736
Gujarat,Banas Kantha,1997,Kharif,moth,8300.0,5700.0,0.6867469879518072
Gujarat,Banas Kantha,1997,Kharif,other kharif pulses,4500.0,2900.0,0.6444444444444445
Gujarat,Banas Kantha,1997,Kharif,millet,3000.0,1000.0,0.3333333333333333
Gujarat,Banas Kantha,1997,Kharif,blackgram,2300.0,1900.0,0.8260869565217391
Gujarat,Banas Kantha,1997,Rabi,gram,300.0,200.0,0.6666666666666666
Gujarat,Banas Kantha,1997,Rabi,rapeseed &mustard,161700.0,161000.0,0.9956709956709957
Gujarat,Banas Kantha,1997,Rabi,wheat,42600.0,109700.0,2.575117370892019
Gujarat,Banas Kantha,1997,Summer,pearl millet,34900.0,63000.0,1.8051575931232091
Gujarat,Banas Kantha,1997,Summer,groundnut,1200.0,2000.0,1.6666666666666667
Gujarat,Banas Kantha,1997,Whole Year,castor seed,62100.0,124600.0,2.006441223832528
Gujarat,Banas Kantha,1997,Whole Year,cotton(lint),22600.0,33300.0,1.4734513274336283
Gujarat,Banas Kantha,1997,Whole Year,maize,6500.0,14800.0,2.276923076923077
Gujarat,Banas Kantha,1997,Whole Year,pulses total,47900.0,283.0,0.005908141962421712
Gujarat,Banas Kantha,1997,Whole Year,sesame,6400.0,7700.0,1.203125
Gujarat,Banas Kantha,1997,Whole Year,tobacco,3300.0,5400.0,1.6363636363636365
Gujarat,Banas Kantha,1998,Kharif,pigeonpea,5600.0,5300.0,0.9464285714285714
Gujarat,Banas Kantha,1998,Kharif,pearl millet,194700.0,51200.0,0.2629686697483308
Gujarat,Banas Kantha,1998,Kharif,castor seed,60900.0,109700.0,1.8013136288998357
Gujarat,Banas Kantha,1998,Kharif,cotton(lint),23900.0,36600.0,1.5313807531380754
Gujarat,Banas Kantha,1998,Kharif,groundnut,1800.0,2300.0,1.2777777777777777
Gujarat,Banas Kantha,1998,Kharif,sorghum,7600.0,1400.0,0.18421052631578946
Gujarat,Banas Kantha,1998,Kharif,maize,6800.0,13000.0,1.911764705882353
Gujarat,Banas Kantha,1998,Kharif,greengram,26300.0,6000.0,0.22813688212927757
Gujarat,Banas Kantha,1998,Kharif,moth,7800.0,2700.0,0.34615384615384615
